come_on_first | 2018-06-08 13:23:36,984 | INFO | 9576:7616 | initializer.py | 23 | <module> | mysql://None:None@None:None/None?charset=utf8
come_on_first | 2018-06-12 17:47:14,880 | INFO | 10030:139648090679040 | article.py | 40 | get_article | [('/usr/local/python2.7/lib/python2.7/threading.py', 774, '__bootstrap', 'self.__bootstrap_inner()'), ('/usr/local/python2.7/lib/python2.7/threading.py', 801, '__bootstrap_inner', 'self.run()'), ('/usr/local/python2.7/lib/python2.7/threading.py', 754, 'run', 'self.__target(*self.__args, **self.__kwargs)'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 777, 'inner', 'srv.serve_forever()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 612, 'serve_forever', 'HTTPServer.serve_forever(self)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 238, 'serve_forever', 'self._handle_request_noblock()'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 295, '_handle_request_noblock', 'self.process_request(request, client_address)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 321, 'process_request', 'self.finish_request(request, client_address)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 334, 'finish_request', 'self.RequestHandlerClass(request, client_address, self)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 655, '__init__', 'self.handle()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 293, 'handle', 'rv = BaseHTTPRequestHandler.handle(self)'), ('/usr/local/python2.7/lib/python2.7/BaseHTTPServer.py', 340, 'handle', 'self.handle_one_request()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 328, 'handle_one_request', 'return self.run_wsgi()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 270, 'run_wsgi', 'execute(self.server.app)'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 260, 'execute', 'for data in application_iter:'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/debug/__init__.py', 288, 'debug_application', 'app_iter = self.app(environ, start_response)'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1997, '__call__', 'return self.wsgi_app(environ, start_response)'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1982, 'wsgi_app', 'response = self.full_dispatch_request()'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1612, 'full_dispatch_request', 'rv = self.dispatch_request()'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1598, 'dispatch_request', 'return self.view_functions[rule.endpoint](**req.view_args)'), ('/home/ly_me/code/02flask_study/come_on_fisrt/view/interface_view/article.py', 40, 'get_article', 'logger.info(traceback.extract_stack())')]
come_on_first | 2018-06-12 17:51:19,316 | INFO | 10125:139760632407808 | article.py | 43 | get_article | [('/usr/local/python2.7/lib/python2.7/threading.py', 774, '__bootstrap', 'self.__bootstrap_inner()'), ('/usr/local/python2.7/lib/python2.7/threading.py', 801, '__bootstrap_inner', 'self.run()'), ('/usr/local/python2.7/lib/python2.7/threading.py', 754, 'run', 'self.__target(*self.__args, **self.__kwargs)'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 777, 'inner', 'srv.serve_forever()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 612, 'serve_forever', 'HTTPServer.serve_forever(self)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 238, 'serve_forever', 'self._handle_request_noblock()'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 295, '_handle_request_noblock', 'self.process_request(request, client_address)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 321, 'process_request', 'self.finish_request(request, client_address)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 334, 'finish_request', 'self.RequestHandlerClass(request, client_address, self)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 655, '__init__', 'self.handle()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 293, 'handle', 'rv = BaseHTTPRequestHandler.handle(self)'), ('/usr/local/python2.7/lib/python2.7/BaseHTTPServer.py', 340, 'handle', 'self.handle_one_request()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 328, 'handle_one_request', 'return self.run_wsgi()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 270, 'run_wsgi', 'execute(self.server.app)'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 260, 'execute', 'for data in application_iter:'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/debug/__init__.py', 288, 'debug_application', 'app_iter = self.app(environ, start_response)'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1997, '__call__', 'return self.wsgi_app(environ, start_response)'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1982, 'wsgi_app', 'response = self.full_dispatch_request()'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1612, 'full_dispatch_request', 'rv = self.dispatch_request()'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1598, 'dispatch_request', 'return self.view_functions[rule.endpoint](**req.view_args)'), ('/home/ly_me/code/02flask_study/come_on_fisrt/view/interface_view/article.py', 43, 'get_article', 'logger.info(traceback.extract_stack())')]
come_on_first | 2018-06-12 17:51:33,832 | INFO | 10140:140233889826560 | article.py | 44 | get_article | [('/usr/local/python2.7/lib/python2.7/threading.py', 774, '__bootstrap', 'self.__bootstrap_inner()'), ('/usr/local/python2.7/lib/python2.7/threading.py', 801, '__bootstrap_inner', 'self.run()'), ('/usr/local/python2.7/lib/python2.7/threading.py', 754, 'run', 'self.__target(*self.__args, **self.__kwargs)'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 777, 'inner', 'srv.serve_forever()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 612, 'serve_forever', 'HTTPServer.serve_forever(self)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 238, 'serve_forever', 'self._handle_request_noblock()'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 295, '_handle_request_noblock', 'self.process_request(request, client_address)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 321, 'process_request', 'self.finish_request(request, client_address)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 334, 'finish_request', 'self.RequestHandlerClass(request, client_address, self)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 655, '__init__', 'self.handle()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 293, 'handle', 'rv = BaseHTTPRequestHandler.handle(self)'), ('/usr/local/python2.7/lib/python2.7/BaseHTTPServer.py', 340, 'handle', 'self.handle_one_request()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 328, 'handle_one_request', 'return self.run_wsgi()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 270, 'run_wsgi', 'execute(self.server.app)'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 260, 'execute', 'for data in application_iter:'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/debug/__init__.py', 288, 'debug_application', 'app_iter = self.app(environ, start_response)'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1997, '__call__', 'return self.wsgi_app(environ, start_response)'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1982, 'wsgi_app', 'response = self.full_dispatch_request()'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1612, 'full_dispatch_request', 'rv = self.dispatch_request()'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1598, 'dispatch_request', 'return self.view_functions[rule.endpoint](**req.view_args)'), ('/home/ly_me/code/02flask_study/come_on_fisrt/view/interface_view/article.py', 44, 'get_article', 'logger.info(traceback.extract_stack())')]
come_on_first | 2018-06-12 17:51:41,834 | INFO | 10149:140670536500992 | article.py | 44 | get_article | [('/usr/local/python2.7/lib/python2.7/threading.py', 774, '__bootstrap', 'self.__bootstrap_inner()'), ('/usr/local/python2.7/lib/python2.7/threading.py', 801, '__bootstrap_inner', 'self.run()'), ('/usr/local/python2.7/lib/python2.7/threading.py', 754, 'run', 'self.__target(*self.__args, **self.__kwargs)'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 777, 'inner', 'srv.serve_forever()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 612, 'serve_forever', 'HTTPServer.serve_forever(self)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 238, 'serve_forever', 'self._handle_request_noblock()'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 295, '_handle_request_noblock', 'self.process_request(request, client_address)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 321, 'process_request', 'self.finish_request(request, client_address)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 334, 'finish_request', 'self.RequestHandlerClass(request, client_address, self)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 655, '__init__', 'self.handle()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 293, 'handle', 'rv = BaseHTTPRequestHandler.handle(self)'), ('/usr/local/python2.7/lib/python2.7/BaseHTTPServer.py', 340, 'handle', 'self.handle_one_request()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 328, 'handle_one_request', 'return self.run_wsgi()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 270, 'run_wsgi', 'execute(self.server.app)'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 260, 'execute', 'for data in application_iter:'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/debug/__init__.py', 288, 'debug_application', 'app_iter = self.app(environ, start_response)'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1997, '__call__', 'return self.wsgi_app(environ, start_response)'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1982, 'wsgi_app', 'response = self.full_dispatch_request()'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1612, 'full_dispatch_request', 'rv = self.dispatch_request()'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1598, 'dispatch_request', 'return self.view_functions[rule.endpoint](**req.view_args)'), ('/home/ly_me/code/02flask_study/come_on_fisrt/view/interface_view/article.py', 44, 'get_article', 'logger.info(traceback.extract_stack())')]
come_on_first | 2018-06-12 17:52:01,403 | INFO | 10169:139688813397760 | article.py | 45 | get_article | [('/usr/local/python2.7/lib/python2.7/threading.py', 774, '__bootstrap', 'self.__bootstrap_inner()'), ('/usr/local/python2.7/lib/python2.7/threading.py', 801, '__bootstrap_inner', 'self.run()'), ('/usr/local/python2.7/lib/python2.7/threading.py', 754, 'run', 'self.__target(*self.__args, **self.__kwargs)'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 777, 'inner', 'srv.serve_forever()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 612, 'serve_forever', 'HTTPServer.serve_forever(self)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 238, 'serve_forever', 'self._handle_request_noblock()'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 295, '_handle_request_noblock', 'self.process_request(request, client_address)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 321, 'process_request', 'self.finish_request(request, client_address)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 334, 'finish_request', 'self.RequestHandlerClass(request, client_address, self)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 655, '__init__', 'self.handle()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 293, 'handle', 'rv = BaseHTTPRequestHandler.handle(self)'), ('/usr/local/python2.7/lib/python2.7/BaseHTTPServer.py', 340, 'handle', 'self.handle_one_request()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 328, 'handle_one_request', 'return self.run_wsgi()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 270, 'run_wsgi', 'execute(self.server.app)'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 260, 'execute', 'for data in application_iter:'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/debug/__init__.py', 288, 'debug_application', 'app_iter = self.app(environ, start_response)'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1997, '__call__', 'return self.wsgi_app(environ, start_response)'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1982, 'wsgi_app', 'response = self.full_dispatch_request()'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1612, 'full_dispatch_request', 'rv = self.dispatch_request()'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1598, 'dispatch_request', 'return self.view_functions[rule.endpoint](**req.view_args)'), ('/home/ly_me/code/02flask_study/come_on_fisrt/view/interface_view/article.py', 45, 'get_article', 'logger.info(traceback.extract_stack())')]
come_on_first | 2018-06-12 17:54:03,429 | INFO | 10260:140618550781696 | article.py | 45 | get_article | [('/usr/local/python2.7/lib/python2.7/threading.py', 774, '__bootstrap', 'self.__bootstrap_inner()'), ('/usr/local/python2.7/lib/python2.7/threading.py', 801, '__bootstrap_inner', 'self.run()'), ('/usr/local/python2.7/lib/python2.7/threading.py', 754, 'run', 'self.__target(*self.__args, **self.__kwargs)'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 777, 'inner', 'srv.serve_forever()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 612, 'serve_forever', 'HTTPServer.serve_forever(self)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 238, 'serve_forever', 'self._handle_request_noblock()'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 295, '_handle_request_noblock', 'self.process_request(request, client_address)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 321, 'process_request', 'self.finish_request(request, client_address)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 334, 'finish_request', 'self.RequestHandlerClass(request, client_address, self)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 655, '__init__', 'self.handle()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 293, 'handle', 'rv = BaseHTTPRequestHandler.handle(self)'), ('/usr/local/python2.7/lib/python2.7/BaseHTTPServer.py', 340, 'handle', 'self.handle_one_request()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 328, 'handle_one_request', 'return self.run_wsgi()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 270, 'run_wsgi', 'execute(self.server.app)'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 260, 'execute', 'for data in application_iter:'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/debug/__init__.py', 288, 'debug_application', 'app_iter = self.app(environ, start_response)'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1997, '__call__', 'return self.wsgi_app(environ, start_response)'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1982, 'wsgi_app', 'response = self.full_dispatch_request()'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1612, 'full_dispatch_request', 'rv = self.dispatch_request()'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1598, 'dispatch_request', 'return self.view_functions[rule.endpoint](**req.view_args)'), ('/home/ly_me/code/02flask_study/come_on_fisrt/view/interface_view/article.py', 45, 'get_article', 'logger.info(traceback.extract_stack())')]
come_on_first | 2018-06-12 18:02:58,266 | INFO | 10464:140333540407040 | article.py | 46 | get_article | [('/usr/local/python2.7/lib/python2.7/threading.py', 774, '__bootstrap', 'self.__bootstrap_inner()'), ('/usr/local/python2.7/lib/python2.7/threading.py', 801, '__bootstrap_inner', 'self.run()'), ('/usr/local/python2.7/lib/python2.7/threading.py', 754, 'run', 'self.__target(*self.__args, **self.__kwargs)'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 777, 'inner', 'srv.serve_forever()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 612, 'serve_forever', 'HTTPServer.serve_forever(self)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 238, 'serve_forever', 'self._handle_request_noblock()'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 295, '_handle_request_noblock', 'self.process_request(request, client_address)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 321, 'process_request', 'self.finish_request(request, client_address)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 334, 'finish_request', 'self.RequestHandlerClass(request, client_address, self)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 655, '__init__', 'self.handle()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 293, 'handle', 'rv = BaseHTTPRequestHandler.handle(self)'), ('/usr/local/python2.7/lib/python2.7/BaseHTTPServer.py', 340, 'handle', 'self.handle_one_request()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 328, 'handle_one_request', 'return self.run_wsgi()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 270, 'run_wsgi', 'execute(self.server.app)'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 260, 'execute', 'for data in application_iter:'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/debug/__init__.py', 288, 'debug_application', 'app_iter = self.app(environ, start_response)'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1997, '__call__', 'return self.wsgi_app(environ, start_response)'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1982, 'wsgi_app', 'response = self.full_dispatch_request()'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1612, 'full_dispatch_request', 'rv = self.dispatch_request()'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1598, 'dispatch_request', 'return self.view_functions[rule.endpoint](**req.view_args)'), ('/home/ly_me/code/02flask_study/come_on_fisrt/view/interface_view/article.py', 46, 'get_article', 'logger.info(traceback.extract_stack())')]
come_on_first | 2018-06-12 18:03:36,155 | INFO | 10485:140609054201600 | article.py | 46 | get_article | [('/usr/local/python2.7/lib/python2.7/threading.py', 774, '__bootstrap', 'self.__bootstrap_inner()'), ('/usr/local/python2.7/lib/python2.7/threading.py', 801, '__bootstrap_inner', 'self.run()'), ('/usr/local/python2.7/lib/python2.7/threading.py', 754, 'run', 'self.__target(*self.__args, **self.__kwargs)'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 777, 'inner', 'srv.serve_forever()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 612, 'serve_forever', 'HTTPServer.serve_forever(self)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 238, 'serve_forever', 'self._handle_request_noblock()'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 295, '_handle_request_noblock', 'self.process_request(request, client_address)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 321, 'process_request', 'self.finish_request(request, client_address)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 334, 'finish_request', 'self.RequestHandlerClass(request, client_address, self)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 655, '__init__', 'self.handle()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 293, 'handle', 'rv = BaseHTTPRequestHandler.handle(self)'), ('/usr/local/python2.7/lib/python2.7/BaseHTTPServer.py', 340, 'handle', 'self.handle_one_request()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 328, 'handle_one_request', 'return self.run_wsgi()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 270, 'run_wsgi', 'execute(self.server.app)'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 260, 'execute', 'for data in application_iter:'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/debug/__init__.py', 288, 'debug_application', 'app_iter = self.app(environ, start_response)'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1997, '__call__', 'return self.wsgi_app(environ, start_response)'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1982, 'wsgi_app', 'response = self.full_dispatch_request()'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1612, 'full_dispatch_request', 'rv = self.dispatch_request()'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1598, 'dispatch_request', 'return self.view_functions[rule.endpoint](**req.view_args)'), ('/home/ly_me/code/02flask_study/come_on_fisrt/view/interface_view/article.py', 46, 'get_article', 'logger.info(traceback.extract_stack())')]
come_on_first | 2018-06-12 18:03:56,249 | INFO | 10503:140127439173376 | article.py | 46 | get_article | [('/usr/local/python2.7/lib/python2.7/threading.py', 774, '__bootstrap', 'self.__bootstrap_inner()'), ('/usr/local/python2.7/lib/python2.7/threading.py', 801, '__bootstrap_inner', 'self.run()'), ('/usr/local/python2.7/lib/python2.7/threading.py', 754, 'run', 'self.__target(*self.__args, **self.__kwargs)'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 777, 'inner', 'srv.serve_forever()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 612, 'serve_forever', 'HTTPServer.serve_forever(self)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 238, 'serve_forever', 'self._handle_request_noblock()'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 295, '_handle_request_noblock', 'self.process_request(request, client_address)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 321, 'process_request', 'self.finish_request(request, client_address)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 334, 'finish_request', 'self.RequestHandlerClass(request, client_address, self)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 655, '__init__', 'self.handle()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 293, 'handle', 'rv = BaseHTTPRequestHandler.handle(self)'), ('/usr/local/python2.7/lib/python2.7/BaseHTTPServer.py', 340, 'handle', 'self.handle_one_request()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 328, 'handle_one_request', 'return self.run_wsgi()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 270, 'run_wsgi', 'execute(self.server.app)'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 260, 'execute', 'for data in application_iter:'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/debug/__init__.py', 288, 'debug_application', 'app_iter = self.app(environ, start_response)'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1997, '__call__', 'return self.wsgi_app(environ, start_response)'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1982, 'wsgi_app', 'response = self.full_dispatch_request()'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1612, 'full_dispatch_request', 'rv = self.dispatch_request()'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1598, 'dispatch_request', 'return self.view_functions[rule.endpoint](**req.view_args)'), ('/home/ly_me/code/02flask_study/come_on_fisrt/view/interface_view/article.py', 46, 'get_article', 'logger.info(traceback.extract_stack())')]
come_on_first | 2018-06-12 18:10:21,816 | INFO | 10590:139964368799488 | article.py | 48 | get_article | [('/usr/local/python2.7/lib/python2.7/threading.py', 774, '__bootstrap', 'self.__bootstrap_inner()'), ('/usr/local/python2.7/lib/python2.7/threading.py', 801, '__bootstrap_inner', 'self.run()'), ('/usr/local/python2.7/lib/python2.7/threading.py', 754, 'run', 'self.__target(*self.__args, **self.__kwargs)'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 777, 'inner', 'srv.serve_forever()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 612, 'serve_forever', 'HTTPServer.serve_forever(self)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 238, 'serve_forever', 'self._handle_request_noblock()'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 295, '_handle_request_noblock', 'self.process_request(request, client_address)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 321, 'process_request', 'self.finish_request(request, client_address)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 334, 'finish_request', 'self.RequestHandlerClass(request, client_address, self)'), ('/usr/local/python2.7/lib/python2.7/SocketServer.py', 655, '__init__', 'self.handle()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 293, 'handle', 'rv = BaseHTTPRequestHandler.handle(self)'), ('/usr/local/python2.7/lib/python2.7/BaseHTTPServer.py', 340, 'handle', 'self.handle_one_request()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 328, 'handle_one_request', 'return self.run_wsgi()'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 270, 'run_wsgi', 'execute(self.server.app)'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/serving.py', 260, 'execute', 'for data in application_iter:'), ('/usr/local/python2.7/lib/python2.7/site-packages/werkzeug/debug/__init__.py', 288, 'debug_application', 'app_iter = self.app(environ, start_response)'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1997, '__call__', 'return self.wsgi_app(environ, start_response)'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1982, 'wsgi_app', 'response = self.full_dispatch_request()'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1612, 'full_dispatch_request', 'rv = self.dispatch_request()'), ('/usr/local/python2.7/lib/python2.7/site-packages/flask/app.py', 1598, 'dispatch_request', 'return self.view_functions[rule.endpoint](**req.view_args)'), ('/home/ly_me/code/02flask_study/come_on_fisrt/view/interface_view/article.py', 48, 'get_article', 'logger.info(traceback.extract_stack())')]
